"id";"container_id";"pick_minfilllevel";"decrease";"code";"pick_at_utc";"percent_before";"percent_now";"event_driven"
"10225894";"29900";"30";"20";"0005/ 003C00131";"2018-12-26T09:15:34.000Z";"90";"10";"false"
"10225896";"29879";"30";"20";"0006/ 001C00182";"2018-12-26T09:15:53.000Z";"99";"0";"false"
"10225904";"29789";"30";"20";"0006/ 264C00204";"2018-12-26T09:16:02.000Z";"57";"20";"false"
"10225910";"29876";"30";"20";"0006/ 012C00173";"2018-12-26T09:16:04.000Z";"100";"3";"false"
"10225913";"29915";"30";"20";"0001/ 013C00062";"2018-12-26T09:16:04.000Z";"85";"8";"false"
"10225930";"29875";"30";"20";"0006/ 012C00172";"2018-12-26T09:16:07.000Z";"100";"13";"false"
"10225935";"29903";"30";"20";"0005/ 003C00134";"2018-12-26T09:16:08.000Z";"92";"12";"false"
"10225939";"29914";"30";"20";"0001/ 013C00061";"2018-12-26T09:16:09.000Z";"100";"11";"false"
"10225940";"29916";"30";"20";"0001/ 013C00063";"2018-12-26T09:16:09.000Z";"80";"3";"false"
"10225941";"30029";"30";"20";"0003/ 010C00483";"2018-12-26T09:16:09.000Z";"100";"25";"false"
"10225944";"29949";"30";"20";"0005/ 025C00153";"2018-12-26T09:16:09.000Z";"75";"7";"false"
"10225947";"29937";"30";"20";"0007/ 022C00414";"2018-12-26T09:16:09.000Z";"100";"16";"false"
"10225958";"30028";"30";"20";"0003/ 010C00482";"2018-12-26T09:16:10.000Z";"67";"16";"false"
"10225959";"29905";"30";"20";"0006/ 016C00212";"2018-12-26T09:16:10.000Z";"92";"3";"false"
"10225964";"29805";"30";"20";"0010/ 268C00464";"2018-12-26T09:16:11.000Z";"100";"4";"false"
"10225965";"29821";"30";"20";"0006/ 263C00234";"2018-12-26T09:16:11.000Z";"96";"19";"false"
"10225989";"29947";"30";"20";"0005/ 025C00151";"2018-12-26T09:16:18.000Z";"73";"18";"false"
"10226130";"29948";"30";"20";"0005/ 025C00152";"2018-12-26T09:42:23.000Z";"82";"9";"false"
"10226137";"29804";"30";"20";"0010/ 268C00463";"2018-12-26T09:42:27.000Z";"100";"7";"false"
"10228791";"30027";"30";"20";"0003/ 010C00481";"2018-12-26T13:16:44.000Z";"94";"7";"false"
"10236573";"30057";"30";"20";"0003/ 024C00533";"2018-12-27T05:19:17.000Z";"58";"0";"false"
"10238646";"30085";"30";"20";"0003/ 040C00591";"2018-12-27T09:19:48.000Z";"100";"27";"false"
"10238653";"30081";"30";"20";"0003/ 039C00582";"2018-12-27T09:19:49.000Z";"86";"17";"false"
"10238663";"29935";"30";"20";"0007/ 022C00412";"2018-12-27T09:19:51.000Z";"100";"0";"false"
"10238687";"30052";"30";"20";"0003/ 022C00522";"2018-12-27T09:19:54.000Z";"75";"21";"false"
"10238697";"30056";"30";"20";"0003/ 024C00532";"2018-12-27T09:19:56.000Z";"94";"8";"false"
"10238720";"29934";"30";"20";"0007/ 022C00411";"2018-12-27T09:19:58.000Z";"97";"0";"false"
"10238729";"29917";"30";"20";"0001/ 013C00064";"2018-12-27T09:20:00.000Z";"100";"11";"false"
"10239669";"29798";"30";"20";"0010/ 252C00423";"2018-12-27T10:10:37.000Z";"46";"5";"false"
"10240437";"29800";"30";"20";"0010/ 252C00425";"2018-12-27T11:05:02.000Z";"96";"1";"false"
"10241808";"30097";"30";"20";"0003/ 043C00611";"2018-12-27T13:20:40.000Z";"97";"6";"false"
"10241828";"30080";"30";"20";"0003/ 039C00581";"2018-12-27T13:20:40.000Z";"95";"12";"false"
"10241832";"30098";"30";"20";"0003/ 043C00612";"2018-12-27T13:20:40.000Z";"95";"15";"false"
"10241859";"30051";"30";"20";"0003/ 022C00521";"2018-12-27T13:20:40.000Z";"100";"5";"false"
"10241890";"30076";"30";"20";"0003/ 037C00571";"2018-12-27T13:20:42.000Z";"100";"27";"false"
"10241954";"29801";"30";"20";"0010/ 252C00426";"2018-12-27T13:46:50.000Z";"99";"22";"false"
"10244929";"30058";"30";"20";"0003/ 024C00534";"2018-12-27T17:21:05.000Z";"55";"0";"false"
"10245000";"30077";"30";"20";"0003/ 037C00572";"2018-12-27T17:21:15.000Z";"63";"25";"false"
"10249892";"29808";"30";"20";"0018/ 050C00473";"2018-12-28T05:22:58.000Z";"74";"6";"false"
"10249943";"29809";"30";"20";"0018/ 050C00474";"2018-12-28T05:23:05.000Z";"74";"0";"false"
"10250738";"29826";"30";"20";"0009/ 003C00263";"2018-12-28T06:13:56.000Z";"100";"16";"false"
"10251976";"29789";"30";"20";"0006/ 264C00204";"2018-12-28T09:23:32.000Z";"49";"19";"false"
"10251990";"29787";"30";"20";"0006/ 264C00202";"2018-12-28T09:23:35.000Z";"62";"17";"false"
"10252011";"29875";"30";"20";"0006/ 012C00172";"2018-12-28T09:23:38.000Z";"100";"7";"false"
"10252012";"29949";"30";"20";"0005/ 025C00153";"2018-12-28T09:23:38.000Z";"76";"5";"false"
"10252013";"29903";"30";"20";"0005/ 003C00134";"2018-12-28T09:23:38.000Z";"100";"7";"false"
"10252028";"29946";"30";"20";"0005/ 218C00144";"2018-12-28T09:23:40.000Z";"86";"4";"false"
"10252050";"30065";"30";"20";"0003/ 035C00552";"2018-12-28T09:23:43.000Z";"84";"10";"false"
"10252239";"29948";"30";"20";"0005/ 025C00152";"2018-12-28T09:49:51.000Z";"96";"0";"false"
"10252253";"29827";"30";"20";"0009/ 003C00264";"2018-12-28T09:50:10.000Z";"100";"20";"false"
